date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:28:54	143383/143383	---M--	200	added ('OK')	image/jpeg	etag:%2223017-642dfcb969e45%22	https://www.ciahn.cl/wp-content/uploads/2025/11/banner.43g.jpg	www.ciahn.cl/wp-content/uploads/2025/11/banner.43g.jpg	(from https://www.ciahn.cl/)
18:28:55	295640/295640	---M--	200	added ('OK')	image/jpeg	etag:%22482d8-5d048f3058040%22	https://www.ciahn.cl/wp-content/uploads/2021/11/larguita.jpg	www.ciahn.cl/wp-content/uploads/2021/11/larguita.jpg	(from https://www.ciahn.cl/)
18:28:55	19282/19282	---M--	200	added ('OK')	text/css	etag:%224b52-5dd1a40eb5eca%22	https://www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	(from https://www.ciahn.cl/)
18:28:57	80685/80685	---M--	200	added ('OK')	image/jpeg	etag:%2213b2d-5d00afe9548c0%22	https://www.ciahn.cl/wp-content/uploads/2021/11/0-7-Pelagornis-web.jpg	www.ciahn.cl/wp-content/uploads/2021/11/0-7-Pelagornis-web.jpg	(from https://www.ciahn.cl/)
18:28:58	154059/154059	---M--	200	added ('OK')	image/jpeg	etag:%22259cb-5cdd7d1bc6200%22	https://www.ciahn.cl/wp-content/uploads/2021/10/0-7-Parque-WEB.jpg	www.ciahn.cl/wp-content/uploads/2021/10/0-7-Parque-WEB.jpg	(from https://www.ciahn.cl/)
18:28:58	296727/296727	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:03%20GMT	https://www.ciahn.cl/centro-de-investigacion-avanzada-de-la-historia-natural/	www.ciahn.cl/centro-de-investigacion-avanzada-de-la-historia-natural/index.html	(from https://www.ciahn.cl/)
18:28:59	306747/306747	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:04%20GMT	https://www.ciahn.cl/parque-paleontologico-los-dedos/	www.ciahn.cl/parque-paleontologico-los-dedos/index.html	(from https://www.ciahn.cl/)
18:28:59	56336/56336	---M--	200	added ('OK')	image/jpeg	etag:%22dc10-5cdd7d42dfe40%22	https://www.ciahn.cl/wp-content/uploads/2021/10/0-7-museo.jpg	www.ciahn.cl/wp-content/uploads/2021/10/0-7-museo.jpg	(from https://www.ciahn.cl/)
18:29:00	79098/79098	---M--	200	added ('OK')	image/jpeg	etag:%22134fa-5ce3a5f4f2280%22	https://www.ciahn.cl/wp-content/uploads/2021/10/0-6-atardecer.jpg	www.ciahn.cl/wp-content/uploads/2021/10/0-6-atardecer.jpg	(from https://www.ciahn.cl/)
18:29:00	299487/299487	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:05%20GMT	https://www.ciahn.cl/museo-paleontologico/	www.ciahn.cl/museo-paleontologico/index.html	(from https://www.ciahn.cl/)
18:29:01	206404/206404	---M--	200	added ('OK')	image/jpeg	etag:%2232644-5d00afec30f80%22	https://www.ciahn.cl/wp-content/uploads/2021/11/0-7-Algarrobal-web.jpg	www.ciahn.cl/wp-content/uploads/2021/11/0-7-Algarrobal-web.jpg	(from https://www.ciahn.cl/)
18:29:01	299443/299443	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:06%20GMT	https://www.ciahn.cl/geoparque-atacama/	www.ciahn.cl/geoparque-atacama/index.html	(from https://www.ciahn.cl/)
18:29:02	110523/110523	---M--	200	added ('OK')	image/jpeg	etag:%221afbb-5cdd8bf336600%22	https://www.ciahn.cl/wp-content/uploads/2021/10/0-7-ACADEMIA.jpg	www.ciahn.cl/wp-content/uploads/2021/10/0-7-ACADEMIA.jpg	(from https://www.ciahn.cl/)
18:29:02	294764/294764	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:07%20GMT	https://www.ciahn.cl/centros-locales-de-interpretacion-patrimonial-clip/	www.ciahn.cl/centros-locales-de-interpretacion-patrimonial-clip/index.html	(from https://www.ciahn.cl/)
18:29:02	11395/11395	---M--	200	added ('OK')	text/css	etag:%222c83-5dd1a40ebacea%22	https://www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	www.ciahn.cl/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	(from https://www.ciahn.cl/)
18:29:03	299564/299564	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2023:29:08%20GMT	https://www.ciahn.cl/academia-juvenil-de-ciencias-de-atacama/	www.ciahn.cl/academia-juvenil-de-ciencias-de-atacama/index.html	(from https://www.ciahn.cl/)
18:29:04	79031/79031	---M--	200	added ('OK')	image/jpeg	etag:%22134b7-636eb3cbcd981%22	https://www.ciahn.cl/wp-content/uploads/2025/06/Arackar_web1-1024x768.jpg	www.ciahn.cl/wp-content/uploads/2025/06/Arackar_web1-1024x768.jpg	(from https://www.ciahn.cl/)
18:29:05	413041/413041	---M--	200	added ('OK')	image/jpeg	etag:%2264d71-636eb3c239658%22	https://www.ciahn.cl/wp-content/uploads/2025/06/Arackar_web2-scaled.jpg	www.ciahn.cl/wp-content/uploads/2025/06/Arackar_web2-scaled.jpg	(from https://www.ciahn.cl/)
18:29:07	102657/102657	---M--	200	added ('OK')	image/jpeg	etag:%2219101-636eb28030498%22	https://www.ciahn.cl/wp-content/uploads/2025/06/pinnipedos-web3-1024x768.jpg	www.ciahn.cl/wp-content/uploads/2025/06/pinnipedos-web3-1024x768.jpg	(from https://www.ciahn.cl/)
18:29:09	313514/313514	---M--	200	added ('OK')	image/jpeg	etag:%224c8aa-636eb27d6f31e%22	https://www.ciahn.cl/wp-content/uploads/2025/06/pinnipedos-web2.jpg	www.ciahn.cl/wp-content/uploads/2025/06/pinnipedos-web2.jpg	(from https://www.ciahn.cl/)
18:29:10	165212/165212	---M--	200	added ('OK')	image/jpeg	etag:%222855c-5e60d50caed64%22	https://www.ciahn.cl/wp-content/uploads/2022/08/libros-abiertos.jpg	www.ciahn.cl/wp-content/uploads/2022/08/libros-abiertos.jpg	(from https://www.ciahn.cl/)
18:29:11	98019/98019	---M--	200	added ('OK')	image/jpeg	etag:%2217ee3-5e60ce015b6bf%22	https://www.ciahn.cl/wp-content/uploads/2022/08/libro-web-1.jpg	www.ciahn.cl/wp-content/uploads/2022/08/libro-web-1.jpg	(from https://www.ciahn.cl/)
18:29:11	26544822/26544822	---M--	200	added ('OK')	application/pdf	etag:%221950ab6-636eb305639ae%22	https://www.ciahn.cl/wp-content/uploads/2025/06/Poster-Arackar.pdf	www.ciahn.cl/wp-content/uploads/2025/06/Poster-Arackar.pdf	(from https://www.ciahn.cl/)
18:29:12	53067/53067	---M--	200	added ('OK')	image/jpeg	etag:%22cf4b-5fbc13753363d%22	https://www.ciahn.cl/wp-content/uploads/2023/05/poster-web3c.jpg	www.ciahn.cl/wp-content/uploads/2023/05/poster-web3c.jpg	(from https://www.ciahn.cl/)
18:29:13	6696907/6696907	---M--	200	added ('OK')	application/pdf	etag:%22662fcb-5e60c2eb93b97%22	https://www.ciahn.cl/wp-content/uploads/2022/08/Estudio-Diagno%cc%81stico-Paleontolo%cc%81gico-de-la-Regio%cc%81n-de-Atacama-2-edit-1.pdf	www.ciahn.cl/wp-content/uploads/2022/08/Estudio-Diagno%cc%81stico-Paleontolo%cc%81gico-de-la-Regio%cc%81n-de-Atacama-2-edit-1.pdf	(from https://www.ciahn.cl/)
18:29:14	56465/56465	---M--	200	added ('OK')	image/jpeg	etag:%22dc91-5fbc134a8a984%22	https://www.ciahn.cl/wp-content/uploads/2023/05/poster-web2.jpg	www.ciahn.cl/wp-content/uploads/2023/05/poster-web2.jpg	(from https://www.ciahn.cl/)
18:29:15	140944/140944	---M--	200	added ('OK')	image/jpeg	etag:%2222690-5e60d09502b87%22	https://www.ciahn.cl/wp-content/uploads/2022/08/poster-web3.jpg	www.ciahn.cl/wp-content/uploads/2022/08/poster-web3.jpg	(from https://www.ciahn.cl/)
18:29:16	226322/226322	---M--	200	added ('OK')	image/jpeg	etag:%2237412-5e60ce29f2eae%22	https://www.ciahn.cl/wp-content/uploads/2022/08/poster-web1.jpg	www.ciahn.cl/wp-content/uploads/2022/08/poster-web1.jpg	(from https://www.ciahn.cl/)
18:29:17	1031/1031	---M--	200	added ('OK')	image/svg+xml	etag:%22407-5cc99bba88780%22	https://www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/svg/quotes.svg	www.ciahn.cl/wp-content/plugins/arlo-core/shortcode/assets/svg/quotes.svg	(from https://www.ciahn.cl/)
